Name,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating
Dirty Harry,Gorillaz,Demon Days,Punk Rock,03:43,2005,11/13/2023,0,0,3
Feel Good Inc.,Gorillaz,Demon Days,Punk Rock,03:41,2005,11/13/2023,0,0,3
El Manana,Gorillaz,Demon Days,Punk Rock,03:50,2005,11/13/2023,0,0,3
Every Planet We Reach Is Dead,Gorillaz,Demon Days,Punk Rock,04:53,2005,11/13/2023,0,0,3
November Has Come,Gorillaz,Demon Days,Punk Rock,02:41,2005,11/13/2023,0,0,3
All Alone,Gorillaz,Demon Days,Punk Rock,03:30,2005,11/13/2023,0,0,3
White Light,Gorillaz,Demon Days,Punk Rock,02:08,2005,11/13/2023,0,0,3
Dare,Gorillaz,Demon Days,Punk Rock,04:04,2005,11/13/2023,0,0,3
Fire Coming Out Of The Monkey's Head,Gorillaz,Demon Days,Punk Rock,03:16,2005,11/13/2023,0,0,3
Don't Get Lost in Heaven,Gorillaz,Demon Days,Punk Rock,02:00,2005,11/13/2023,0,0,3
Demon Days,Gorillaz,Demon Days,Punk Rock,04:28,2005,11/13/2023,0,0,3
Rock the Beat II,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,01:53,2011,11/13/2023,0,0,3
Sorry for Party Rocking,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,03:23,2011,11/13/2023,0,0,3
Sexy and I Know It,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,03:19,2011,11/13/2023,0,0,4
Champagne Showers,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,04:24,2011,11/13/2023,0,0,3
One Day,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,03:17,2011,11/13/2023,0,0,3
Put That A$$ to Work,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,03:56,2011,11/13/2023,0,0,3
Take it to the Hole,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,03:36,2011,11/13/2023,0,0,3
We Came Here to Party,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,03:46,2011,11/13/2023,0,0,3
Reminds Me of You,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,03:47,2011,11/13/2023,0,0,3
Best Night,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,05:00,2011,11/13/2023,0,0,3
All Night Long,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,03:47,2011,11/13/2023,0,0,3
With You,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,04:13,2011,11/13/2023,0,0,3
Hot Dog,LMFAO,Sorry for Party Rocking (Deluxe Version),EDM,02:27,2011,11/13/2023,0,0,3
Ohio Is For Lovers (Lo-Fi),"Less Gravity, Hawthorne Heights",Ohio Is For Lovers Lo-Fi Cover,LoFi,02:54,2021,11/13/2023,24,4,4
Is Nostalgia An Emotion,Async Ross,Is Nostalgia An Emotion - Single,Electronic,04:38,2020,11/13/2023,18,3,4
I,Athletics,Who You Are Is Not Enough,Rock,05:25,2014,11/13/2023,44,3,5
III,Athletics,Who You Are Is Not Enough,Rock,06:10,2014,11/13/2023,31,1,5
IV,Athletics,Who You Are Is Not Enough,Rock,05:59,2014,11/13/2023,33,1,5
V,Athletics,Who You Are Is Not Enough,Rock,04:05,2014,11/13/2023,29,1,5
I (Find Yourself),Athletics,Who You Are Is Not Enough,Rock,05:25,2014,11/13/2023,24,1,4
II (Find Yourself),Athletics,Who You Are Is Not Enough,Rock,09:15,2014,11/13/2023,19,3,4
III (Find Yourself),Athletics,Who You Are Is Not Enough,Rock,06:10,2014,11/13/2023,15,0,4
IV (Find Yourself),Athletics,Who You Are Is Not Enough,Rock,06:00,2014,11/13/2023,16,6,4
V (Find Yourself),Athletics,Who You Are Is Not Enough,Rock,04:05,2014,11/13/2023,12,2,4
Album Preview: Who You Are Is Not Enough,Athletics,Who You Are Is Not Enough,Rock,09:01,2014,11/13/2023,5,3,4
City of the Sun,Someday,Chapter I,Chill,04:48,2019,11/13/2023,11,4,4
This Side of Paradise,Coyote Theory,Color,Pop,03:58,2020,11/13/2023,11,0,5
Open Season,High Highs,Open Season,Pop,03:48,2013,11/13/2023,8,2,4
Lights Go Out,I Am Waiting for You Last Summer,In Eternal Lines,Electronic,04:54,2013,11/13/2023,10,1,4
Inner Balance,"KillrBuckeye, Finn Maxwell",Inner Balance - Single,Metal,05:31,2019,11/13/2023,6,4,4
Breathless,"Kindrid, notsure",Breathless - Single,Electronic,05:45,2019,11/13/2023,9,4,4
coffee shop jam,leon chang,re:treat,LoFi,02:09,2018,11/13/2023,24,3,4
Masochist,Matt Van,Lungs EP,Electronic,03:47,2018,11/13/2023,23,8,4
Morning Brew,Hevi x Paper Ocean,"Before It's Late, Pt. 2",LoFi,02:19,2021,11/13/2023,26,1,4
